pdf_url,year,num_pages,title,journal,authors,vol,issue,ID,fg_count,tb_count
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_wo_cover/2138762_wo_cover.pdf',1994,27,The Empirical Performance of Orthodox Models of the Firm: Conventional Firms and Worker Cooperatives,Journal of Political Economy,John Pencavel and Ben Craig,102,4,2138762,0,7
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_wo_cover/2937745_wo_cover.pdf',1991,31,A Simple Nonadditive Preference Structure for Models of Household Behavior over Time,Journal of Political Economy,Martin Browning,99,3,2937745,0,6
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_wo_cover/2138732_wo_cover.pdf',1992,17,Time Dynamics and Incomplete Information in the Private Provision of Public Goods,Journal of Political Economy,Mark Gradstein,100,3,2138732,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_wo_cover/2138959_wo_cover.pdf',1996,28,Public Provision of Private Goods,Journal of Political Economy,Dennis Epple and Richard E. Romano,104,1,2138959,4,1
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_wo_cover/262073_wo_cover.pdf',1997,35,Returns to Scale in U.S. Production: Estimates and Implications,Journal of Political Economy,Susanto Basu and John G. Fernald,105,2,262073,0,5
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_wo_cover/2138611_wo_cover.pdf',1992,41,The Behavior of Prices and Inflation: An Empirical Analysis of Disaggregat Price Data,Journal of Political Economy,Saul Lach and Daniel Tsiddon,100,2,2138611,5,8
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_wo_cover/262105_wo_cover.pdf',1997,19,Scale Economies; the Value of Time; and the Demand for Money: Longitudinal Evidence from Firms,Journal of Political Economy,Casey B. Mulligan,105,5,262105,3,2
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_wo_cover/2138754_wo_cover.pdf',1995,28,Endogenous Timing and the Clustering of Agents' Decisions,Journal of Political Economy,Faruk Gul and Russell Lundholm,103,5,2138754,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_wo_cover/250094_wo_cover.pdf',1999,19,Large Electorates and Decisive Minorities,Journal of Political Economy,Colin M. Campbell,107,6,250094,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_wo_cover/250099_wo_cover.pdf',1999,39,Information Sharing and Competition in the Motor Vehicle Industry,Journal of Political Economy,Maura P. Doyle and Christopher M. Snyder,107,6,250099,4,7
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_wo_cover/2138617_wo_cover.pdf',1994,34,Adjustment of Consumers' Durables Stocks: Evidence from Automobile Purchases,Journal of Political Economy,Janice C. Eberly,102,3,2138617,6,5
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_wo_cover/250042_wo_cover.pdf',1998,43,Law and Finance,Journal of Political Economy,Rafael La Porta; Florencio Lopez‐de‐Silanes; Andrei Shleifer and robert w. vishny,106,6,250042,0,8
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_wo_cover/2138940_wo_cover.pdf',1996,17,The Old Lady Visits Your Backyard: A Tale of Morals and Markets,Journal of Political Economy,Bruno S. Frey; Felix Oberholzer-Gee and Reiner Eichenberger,104,6,2138940,1,1
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_wo_cover/262102_wo_cover.pdf',1997,23,Does Competition Kill Corruption?,Journal of Political Economy,Christopher Bliss and Rafael Di Tella,105,5,262102,3,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_wo_cover/250014_wo_cover.pdf',1998,28,Advance‐Purchase Discounts and Price Discrimination in Competitive Markets,Journal of Political Economy,James D. Dana; Jr.,106,2,250014,0,3
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_wo_cover/262098_wo_cover.pdf',1997,39,Geographic Concentration in U.S. Manufacturing Industries: A Dartboard Approach,Journal of Political Economy,Glenn Ellison and Edward L. Glaeser,105,5,262098,3,8
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_wo_cover/2138601_wo_cover.pdf',1993,28,Auditing Standards; Legal Liability; and Auditor Wealth,Journal of Political Economy,Ronald A. Dye,101,5,2138601,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_wo_cover/2138592_wo_cover.pdf',1993,6,George J. Stigler: In Memoriam,Journal of Political Economy,W. Allen Wallis,101,5,2138592,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_wo_cover/2937739_wo_cover.pdf',1991,17,Increasing Returns and Economic Geography,Journal of Political Economy,Paul Krugman,99,3,2937739,3,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_wo_cover/2138597_wo_cover.pdf',1993,15,George Stigler's Contribution to the Economic Analysis of Regulation,Journal of Political Economy,Sam Peltzman,101,5,2138597,0,2
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_wo_cover/250030_wo_cover.pdf',1998,22,Endogenous Adverse Selection and Unemployment Insurance,Journal of Political Economy,W. Henry Chiu and Edi Karni,106,4,250030,2,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_wo_cover/2937710_wo_cover.pdf',1991,29,A Theory of Quits and Layoffs with Efficient Turnover,Journal of Political Economy,Kenneth J. McLaughlin,99,1,2937710,2,4
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_wo_cover/2138792_wo_cover.pdf',1994,29,Competitive Diffusion,Journal of Political Economy,Boyan Jovanovic and Glenn M. MacDonald,102,1,2138792,4,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_wo_cover/2937655_wo_cover.pdf',1991,33,Entry and Competition in Concentrated Markets,Journal of Political Economy,Timothy F. Bresnahan and Peter C. Reiss,99,5,2937655,4,11
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_wo_cover/2937783_wo_cover.pdf',1991,18,Self-Screening in Targeted Public Transfer Programs,Journal of Political Economy,Donald O. Parsons,99,4,2937783,0,5
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_wo_cover/250013_wo_cover.pdf',1998,19,Culture as a Bubble,Journal of Political Economy,Guido Cozzi,106,2,250013,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_wo_cover/2937711_wo_cover.pdf',1991,24,Price Discrimination and Retail Configuration,Journal of Political Economy,Andrea Shepard,99,1,2937711,0,4
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_wo_cover/250072_wo_cover.pdf',1999,33,Auctionin Entry into Tournaments,Journal of Political Economy,Richard L. Fullerton and R. Preston McAfee,107,3,250072,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_wo_cover/2138717_wo_cover.pdf',1995,27,Anarchy and its Breakdown,Journal of Political Economy,Jack Hirshleifer,103,1,2138717,8,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_wo_cover/2138571_wo_cover.pdf',1993,26,On Endogenous Growth with Physical and Human Capital,Journal of Political Economy,Jordi Caballé and Manuel S. Santos,101,6,2138571,3,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_wo_cover/2138831_wo_cover.pdf',1992,24,The Tragedy of the Commons and Economic Growth: Why Does Capital Flow from Poor to Rich Countries?,Journal of Political Economy,Aarón Tornell and Andrés Velasco,100,6,2138831,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_wo_cover/2138870_wo_cover.pdf',1997,24,The Impact of Federal Spending on House Election Outcomes,Journal of Political Economy,Steven D. Levitt and James M. Snyder; Jr.,105,1,2138870,0,4
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_wo_cover/262083_wo_cover.pdf',1997,27,Unemployment; Migration; and Growth,Journal of Political Economy,Valerie R. Bencivenga and Bruce D. Smith,105,3,262083,4,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_wo_cover/250003_wo_cover.pdf',1998,40,Exclusive Dealing,Journal of Political Economy,B. Douglas Bernheim and Michael D. Whinston,106,1,250003,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_wo_cover/262086_wo_cover.pdf',1997,11,Gains from Trade; Inefficiency of Government Programs; and the Net Economic Effects of Trading,Journal of Political Economy,Troy G. Schmitz; Andrew Schmitz and Chris Dumas,105,3,262086,1,2
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_wo_cover/262101_wo_cover.pdf',1997,25,Balanced‐Budget Rules; Distortionary Taxes; and Aggregate Instability,Journal of Political Economy,Stephanie Schmitt‐Grohe and Martin Uribe,105,5,262101,5,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_wo_cover/262100_wo_cover.pdf',1997,19,Options; Sunspots; and the Creation of Uncertainty,Journal of Political Economy,David Bowman and Jon Faust,105,5,262100,0,2
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_wo_cover/262079_wo_cover.pdf',1997,34,Postwar British Economic Growth and the Legacy of Keynes,Journal of Political Economy,Thomas F. Cooley and Lee E. Ohanian,105,3,262079,15,3
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_wo_cover/2138741_wo_cover.pdf',1993,32,Rules of Thumb for Social Learning,Journal of Political Economy,Glenn Ellison and Drew Fudenberg,101,4,2138741,4,3
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_wo_cover/2138584_wo_cover.pdf',1995,42,Differential Interpretation of Public Signals and Trade in Speculative Markets,Journal of Political Economy,Eugene Kandel and Neil D. Pearson,103,4,2138584,2,6
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_wo_cover/250064_wo_cover.pdf',1999,11,Individual Versus Joint Taxation in Models With Household Production,Journal of Political Economy,Patricia F. Apps and Ray Rees,107,2,250064,1,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_wo_cover/250102_wo_cover.pdf',1999,30,Welfare; Marital Prospects; and Nonmarital Childbearing,Journal of Political Economy,Mark R. Rosenzweig,107,S6,250102,0,8
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_wo_cover/2138568_wo_cover.pdf',1993,27,International Factor Price Differences: Leontief was Right!,Journal of Political Economy,Daniel Trefler,101,6,2138568,1,6
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_wo_cover/2937776_wo_cover.pdf',1991,24,The Effect of Implicit Contracts on the Movement of Wages Over the Business Cycle: Evidence from Micro Data,Journal of Political Economy,Paul Beaudry and John DiNardo,99,4,2937776,0,6
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_wo_cover/2937779_wo_cover.pdf',1991,31,Money; Barter; and the Optimality of Legal Restrictions,Journal of Political Economy,Merwan Engineer and Dan Bernhardt,99,4,2937779,3,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_wo_cover/2138675_wo_cover.pdf',1993,19,Induced Innovation in American Agiculture: A Reconsideration,Journal of Political Economy,Alan L. Olmstead and Paul Rhode,101,1,2138675,6,1
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_wo_cover/250015_wo_cover.pdf',1998,23,A Reexamination of the Strategic Bequest Motive,Journal of Political Economy,Maria G. Perozek,106,2,250015,0,7
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_wo_cover/2138590_wo_cover.pdf',1993,7,George Joseph Stigler: January 17; 1911-December 1; 1991,Journal of Political Economy,Gary S. Becker,101,5,2138590,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_wo_cover/250089_wo_cover.pdf',1999,7,Rotten Kids; Purity; and Perfection,Journal of Political Economy,Richard C. Cornes and Emilson C. D. Silva,107,5,250089,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_wo_cover/2138630_wo_cover.pdf',1992,12,Price Discrimination in Competitive Markets,Journal of Political Economy,Luis Locay and Alvaro Rodriguez,100,5,2138630,1,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_wo_cover/2937653_wo_cover.pdf',1991,29,Full Insurance in the Presence of Aggregate Uncertainty,Journal of Political Economy,Barbara J. Mace,99,5,2937653,0,3
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_wo_cover/250052_wo_cover.pdf',1999,29,Wage Rigidity in a Competitive Incomplete Contract Market,Journal of Political Economy,Ernst Fehr and Armin Falk,107,1,250052,7,4
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_wo_cover/2937741_wo_cover.pdf',1991,19,Income Convergence in an Endogeneous Growth Model,Journal of Political Economy,Robert Tamura,99,3,2937741,3,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_wo_cover/262084_wo_cover.pdf',1997,13,Are Hypothetical Referenda Incentive Compatible?,Journal of Political Economy,Ronald G. Cummings; Steven Elliott; Glenn W. Harrison and James Murphy,105,3,262084,0,3
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_wo_cover/2138678_wo_cover.pdf',1993,24,Product Liability; Research and Development; and Innovation,Journal of Political Economy,W. Kip Viscusi and Michael J. Moore,101,1,2138678,1,4
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_wo_cover/250066_wo_cover.pdf',1999,9,Reply to Apps/Rees and Gottried/Richter,Journal of Political Economy,John Piggott and John Whalley,107,2,250066,1,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_wo_cover/2138600_wo_cover.pdf',1993,24,Inventories in a Competitive Environment,Journal of Political Economy,Benjamin Bental and Benjamin Eden,101,5,2138600,4,2
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_wo_cover/2138827_wo_cover.pdf',1992,5,Episodes in the History of the Journal of Political Economy,Journal of Political Economy,Vicky M. Longawa,100,6,2138827,0,3
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_wo_cover/2937732_wo_cover.pdf',1991,14,Implausible Results or Implausible Data? Anomalies in the Construction of Value-Added Data and Implications for Estimates of Price-Cost Markups,Journal of Political Economy,Robert J. Waldmann,99,6,2937732,0,3
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_wo_cover/2138863_wo_cover.pdf',1996,30,Culture; Information; and Screening Discrimination,Journal of Political Economy,Bradford Cornell and Ivo Welch,104,3,2138863,3,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_wo_cover/2138727_wo_cover.pdf',1992,31,Collective Labor Supply and Welfare,Journal of Political Economy,Pierre-André Chiappori,100,3,2138727,5,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_wo_cover/2138687_wo_cover.pdf',1992,25,Interest Rate Control and Nonconvergence to Rational Expectations,Journal of Political Economy,Peter Howitt,100,4,2138687,2,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_wo_cover/2138579_wo_cover.pdf',1995,30,Dynamic Income; Progressive Taxes; and the Timing of Charitable Contributions,Journal of Political Economy,William C. Randolph,103,4,2138579,1,8
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_wo_cover/250079_wo_cover.pdf',1999,23,Dowry and Wife's Welfare: A Theotrical and Empirical Analysis,Journal of Political Economy,Junsen Zhang and William Chan,107,4,250079,0,3
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_wo_cover/2138575_wo_cover.pdf',1993,16,The Relation between Price and Marginal Cost in U.S. Industry: A Contradiction,Journal of Political Economy,Stefan C. Norrbin,101,6,2138575,0,6
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_wo_cover/2937784_wo_cover.pdf',1991,21,Rational Choice: The Contrast between Economics and Psychology,Journal of Political Economy,Vernon L. Smith,99,4,2937784,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_wo_cover/250039_wo_cover.pdf',1998,45,Pecuniary Incentives to Work in the United States during World War II,Journal of Political Economy,Casey B. Mulligan,106,5,250039,5,1
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_wo_cover/2138930_wo_cover.pdf',1996,21,The Tax Unit and Household Production,Journal of Political Economy,John Piggott and John Whalley,104,2,2138930,1,7
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_wo_cover/2138633_wo_cover.pdf',1992,20,Engel's Law and Cointegration,Journal of Political Economy,Masao Ogaki,100,5,2138633,0,5
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_wo_cover/250092_wo_cover.pdf',1999,36,Effort; Wages; and the International Division of Labor,Journal of Political Economy,Edward E. Leamer,107,6,250092,10,1
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_wo_cover/2138743_wo_cover.pdf',1993,12,The Rising Price of Husbands: A Hedonic Analysis of Dowry Increases in Rural India,Journal of Political Economy,Vijayendra Rao,101,4,2138743,2,3
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_wo_cover/2138931_wo_cover.pdf',1996,24,Precautionary Saving; Insurance; and the Origins of Workers' Compensation,Journal of Political Economy,Shawn Everett Kantor and Price V. Fishback,104,2,2138931,0,3
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_wo_cover/2138654_wo_cover.pdf',1994,31,Selection Dynamics; Asymptotic Stability; and Adaptive Behavior,Journal of Political Economy,John B. Van Huyck; Joseph P. Cook and Raymond C. Battalio,102,5,2138654,14,1
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_wo_cover/2937743_wo_cover.pdf',1991,24,Production Smoothing Evidence from Physical-Product Data,Journal of Political Economy,Spencer D. Krane and Steven N. Braun,99,3,2937743,1,4
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_wo_cover/2937654_wo_cover.pdf',1991,20,A Simple Test of Consumption Insurance,Journal of Political Economy,John H. Cochrane,99,5,2937654,1,2
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_wo_cover/2138794_wo_cover.pdf',1994,27,Short-Time Compensation; Job Security; and Employment Contracts: Evidence from Selected OECD Countries,Journal of Political Economy,Marc A. Van Audenrode,102,1,2138794,4,4
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_wo_cover/2138885_wo_cover.pdf',1996,27,How Does Privatization Work? Evidence from the Russian Shops,Journal of Political Economy,Nicholas Barberis; Maxim Boycko; Andrei Shleifer and Natalia Tsukanova,104,4,2138885,0,8
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_wo_cover/516390_wo_cover.pdf',1997,34,Endogenous Substitution among Energy Resources and Global Warming,Journal of Political Economy,Ujjayant Chakravorty; James Roumasset and Kinping Tse,105,6,516390,7,13
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_wo_cover/250040_wo_cover.pdf',1998,21,Measuring Intertemporal Substitution: The Role of Durable Goods,Journal of Political Economy,Masao Ogaki and Carmen M. Reinhart,106,5,250040,1,4
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_wo_cover/2138730_wo_cover.pdf',1992,26,The Determinants of Black-White Differences in Early Employment Careers: Search; Layoffs; Quits; and Endogenous Wage Growth,Journal of Political Economy,Kenneth I. Wolpin,100,3,2138730,0,6
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_wo_cover/250071_wo_cover.pdf',1999,34,The Structure of Wages and Investment in General Training,Journal of Political Economy,Daron Acemoglu and Jörn‐Steffen Pischke,107,3,250071,1,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_wo_cover/2138797_wo_cover.pdf',1994,18,A Microeconometric Analysis of Risk Aversion and the Decision to Self-Insure,Journal of Political Economy,Charles J. Cicchetti and Jeffrey A. Dubin,102,1,2138797,0,3
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_wo_cover/250009_wo_cover.pdf',1998,29,Using Consumer Theory to Test Competing Business Cycles Models,Journal of Political Economy,Mark Bils and Peter J. Klenow,106,2,250009,0,5
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_wo_cover/2138926_wo_cover.pdf',1996,26,Localized Competition and the Aggregation of Plant-Level Increasing Returns: Blast Furnaces; 1929-1935,Journal of Political Economy,Amy L. Bertin; Timothy F. Bresnahan and Daniel M. G. Raff,104,2,2138926,2,6
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_wo_cover/2138957_wo_cover.pdf',1996,25,Optimal Debt Structure and the Number of Creditors,Journal of Political Economy,Patrick Bolton and David S. Scharfstein,104,1,2138957,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_wo_cover/250109_wo_cover.pdf',1999,34,Why is There More Crime in Cities?,Journal of Political Economy,Edward L. Glaeser and Bruce Sacerdote,107,S6,250109,3,7
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_wo_cover/2138760_wo_cover.pdf',1994,31,Competition and Price Dispersion in the U.S. Airline Industry,Journal of Political Economy,Severin Borenstein and Nancy L. Rose,102,4,2138760,0,4
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_wo_cover/2138742_wo_cover.pdf',1993,22,Adverse Selection in the Wholesale Used Car Market,Journal of Political Economy,David Genesove,101,4,2138742,0,6
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_wo_cover/2138690_wo_cover.pdf',1992,24,Compensating Wage Differentials and Unobserved Productivity,Journal of Political Economy,Hae-shin Hwang; W. Robert Reed and Carlton Hubbard,100,4,2138690,3,2
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_wo_cover/2138664_wo_cover.pdf',1994,26,The Life Cycle of a Competitive Industry,Journal of Political Economy,Boyan Jovanovic and Glenn M. MacDonald,102,2,2138664,4,2
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_wo_cover/2138812_wo_cover.pdf',1992,13,International Trade with Lumpy Countries,Journal of Political Economy,Paul N. Courant and Alan V. Deardorff,100,1,2138812,3,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_wo_cover/2138936_wo_cover.pdf',1996,37,A Monetary Explanation of the Equity Premium; Term Premium; and Risk-Free Rate Puzzles,Journal of Political Economy,Ravi Bansal and Wilbur John Coleman II,104,6,2138936,1,8
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_wo_cover/2138701_wo_cover.pdf',1995,37,Exchange Rate Dynamics Redux,Journal of Political Economy,Maurice Obstfeld and Kenneth Rogoff,103,3,2138701,2,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_wo_cover/250083_wo_cover.pdf',1999,9,Wages; Implicit Contracts; and the Business Cyle: Evidence from Canadian Micro Data,Journal of Political Economy,James Ted McDonald and Christopher Worswick,107,4,250083,0,3
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_wo_cover/2937660_wo_cover.pdf',1991,8,A Note on Restaurant Pricing and Other Examples of Social Influences on Price,Journal of Political Economy,Gary S. Becker,99,5,2937660,2,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_wo_cover/262074_wo_cover.pdf',1997,46,Turnaround Time and Bottlenecks in Market Clearing: Decentralized Matching in the Market for Clinical Psychologists,Journal of Political Economy,Alvin E. Roth and Xiaolin Xing,105,2,262074,1,7
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_wo_cover/2138783_wo_cover.pdf',1994,25,Executive Compensation and Principal-Agent Theory,Journal of Political Economy,John E. Garen,102,6,2138783,0,8
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_wo_cover/2138822_wo_cover.pdf',1993,24,The Effect of Taxation on Human Capital,Journal of Political Economy,Philip A. Trostel,101,2,2138822,9,4
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_wo_cover/2138606_wo_cover.pdf',1992,29,Convergence,Journal of Political Economy,Robert J. Barro and Xavier Sala-i-Martin,100,2,2138606,5,3
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_wo_cover/250051_wo_cover.pdf',1999,41,The Other Side of the Trade‐Off: The Impact of Risk on Executive Compensation,Journal of Political Economy,Rajesh K. Aggarwal and Andrew A. Samwick,107,1,250051,0,10
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_wo_cover/516394_wo_cover.pdf',1997,14,Money; Inflation; and Output under Fiat and Commodity Standards,Journal of Political Economy,Arthur J. Rolnick and Warren E. Weber,105,6,516394,5,1
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_wo_cover/2138798_wo_cover.pdf',1994,7,Bequest as a Public Good within Marriage: A Note,Journal of Political Economy,Junsen Zhang,102,1,2138798,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_wo_cover/262096_wo_cover.pdf',1997,18,Transactions Costs and Nonlinear Adjustment in Real Exchange Rates; An Empirical Investigation,Journal of Political Economy,Panos Michael; A. Robert Nobay and David A. Peel,105,4,262096,1,4
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_wo_cover/2138663_wo_cover.pdf',1994,24,Barriers to Technology Adoption and Development,Journal of Political Economy,Stephen L. Parente and Edward C. Prescott,102,2,2138663,6,4
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_wo_cover/2138570_wo_cover.pdf',1993,31,Measures of Fit for Calibrated Models,Journal of Political Economy,Mark W. Watson,101,6,2138570,3,2
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_wo_cover/2138807_wo_cover.pdf',1992,34,The Trade-off between Child Quantity and Quality,Journal of Political Economy,Eric A. Hanushek,100,1,2138807,4,8
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_wo_cover/2138833_wo_cover.pdf',1992,16,Are all Economic Hypotheses False?,Journal of Political Economy,J. Bradford De Long and Kevin Lang,100,6,2138833,1,1
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_wo_cover/2937685_wo_cover.pdf',1991,27,The Variability of Velocity in Cash-in-Advance Models,Journal of Political Economy,Robert J. Hodrick; Narayana Kocherlakota and Deborah Lucas,99,2,2937685,0,9
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_wo_cover/2138581_wo_cover.pdf',1995,26,R & D-Based Models of Economic Growth,Journal of Political Economy,Charles I. Jones,103,4,2138581,5,1
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_wo_cover/2138805_wo_cover.pdf',1992,21,Sequential Banking,Journal of Political Economy,David S. Bizer and Peter M. DeMarzo,100,1,2138805,2,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_wo_cover/2138724_wo_cover.pdf',1995,19,Can Markets Value Air Quality? A Meta-Analysis of Hedonic Property Value Models,Journal of Political Economy,V. Kerry Smith and Ju-Chin Huang,103,1,2138724,1,4
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_wo_cover/2138709_wo_cover.pdf',1995,26,On the Form of Transfers to Special Interests,Journal of Political Economy,Stephen Coate and Stephen Morris,103,6,2138709,0,0
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_wo_cover/262078_wo_cover.pdf',1997,27,Optimal Unemployment Insurance,Journal of Political Economy,Hugo A. Hopenhayn and Juan Pablo Nicolini,105,2,262078,4,3
'https://myawsbucket-1231.s3.eu-west-3.amazonaws.com/JPE_wo_cover/250112_wo_cover.pdf',1999,20,Potato Paradoxes,Journal of Political Economy,Sherwin Rosen,107,S6,250112,4,0
